Student Name,House,Year,Wand Type,Pet,Potions Grade,Defense Against the Dark Arts Grade,Transfiguration Grade,Spells Learned,Quidditch Position,Points Earned for House,Detentions,Participation in Dueling Club,Triwizard Tournament Involvement,Items Owned,Knuts Spent in Hogsmeade,Attendance at Classes,Magical Accidents
Fred Brown,Slytherin,6,"10 inches, oak, dragon heartstring core",Toad,Acceptable,Outstanding,Outstanding,17,,-81,3,Yes,No,"Marauder's Map, Sneakoscope",83,51,8
Dean Potter,HUFFLEPUFF,4,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Outstanding,Poor,26,,165,1,Yes,Yes,Time-Turner,72,88,3
Ginny Boot,Hufflepuff,2,"10 inches, oak, dragon heartstring core",,Outstanding,Poor,Poor,14,Chaser,96,5,No,Yes,"Invisibility Cloak, Time-Turner",148,36,8
,Slytherin,2,"11 inches, holly, phoenix feather core",Muggle Born,Exceeds Expectations,Acceptable,Exceeds Expectations,18,,35,3,No,Yes,"Sneakoscope, Time-Turner, Invisibility Cloak",40,26,6
George Parkinson,Hufflepuff,7,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Poor,Exceeds Expectations,19,,47,4,No,Yes,Firebolt,143,75,4
Draco Chang,,4,"9 inches, elm, veela hair core",Cat,,Exceeds Expectations,Poor,22,Seeker,-82,3,Yes,Yes,"Sneakoscope, Marauder's Map, Invisibility Cloak",416,63,2
Hermione Patil,Slytherin,3,"11 inches, holly, phoenix feather core",Dragon,Exceeds Expectations,Acceptable,Poor,28,,6,1,No,No,"Marauder's Map, Extendable Ears, Invisibility Cloak",68,48,10
Fred Chang,Hufflepuff,6,"10 inches, oak, dragon heartstring core",Toad,Exceeds Expectations,Acceptable,Poor,19,K)eeper,107,3,Yes,No,"Firebolt, Invisibility Cloak, Marauder's Map",166,48,10
Angelina Granger,Ravenclaw,2,"12 inches, yew, unicorn hair core",,,Acceptable,Poor,9,Keeper,-6,4,No,Yes,"Sneakoscope, Invisibility Cloak",135,25,4
Draco Johnson,Slytherin,4,"12 inches, yew, unicorn hair core",,Exceeds Expectations,Poor,Acceptable,21,,-16,0,No,Yes,Time-Turner,346,81,1
Luna Diggory,Hufflepuff,2,"9 inches, elm, veela hair core",Muggle Born,Poor,Exceeds Expectations,Acceptable,18,Beater,98,0,Yes,Yes,"Marauder's Map, Firebolt",212,59,9
Parvati Brown,Ravenclaw,5,"12 inches, yew, unicorn hair core",,Outstanding,Exceeds Expectations,Exceeds Expectations,20,Beater,5,0,No,No,Invisibility Cloak,71,37,8
Harry Diggory,Gryffindor,4,"10 inches, oak, dragon heartstring core",Dragon,Exceeds Expectations,Acceptable,Outstanding,28,,146,2,No,Yes,Invisibility Cloak,445,61,3
,Slytherin,7,"9 inches, elm, veela hair core",,Acceptable,Poor,Poor,19,Beater,-61,1,No,Yes,Invisibility Cloak,56,58,8
,Gryffindor,6,"12 inches, yew, unicorn hair core",Dragon,Poor,Poor,Exceeds Expectations,24,Beater,-79,4,No,Yes,Extendable Ears,305,27,6
Harry Potter,,1,"11 inches, holly, phoenix feather core",Cat,Poor,Acceptable,Exceeds Expectations,21,Chaser,13,4,Yes,No,"Firebolt, Extendable Ears",91,56,8
Angelina Weasley,Ravenclaw,2,"11 inches, holly, phoenix feather core",Owl,Exceeds Expectations,Acceptable,Outstanding,8,Seeker,82,4,Yes,Yes,"Extendable Ears, Sneakoscope, Invisibility Cloak",474,53,0
,,1,"11 inches, holly, phoenix feather core",Muggle Born,Poor,Exceeds Expectations,Acceptable,12,Seeker,-37,4,No,No,"Invisibility Cloak, Marauder's Map",484,88,10
Luna Diggory,,1,"11 inches, holly, phoenix feather core",Cat,Outstanding,Acceptable,Outstanding,27,Chaser,-74,4,Yes,No,Firebolt,417,80,9
Ginny Chang,Slytherin,2,"10 inches, oak, dragon heartstring core",Toad,Poor,Poor,Outstanding,11,Beater,161,5,Yes,Yes,"Sneakoscope, Invisibility Cloak",494,43,4
Cho Longbottom,Ravenclaw,6,"11 inches, holly, phoenix feather core",Toad,Outstanding,Poor,Exceeds Expectations,23,Chaser,95,1,No,Yes,"Invisibility Cloak, Firebolt",245,77,5
Harry Patil,Hufflepuff,1,"10 inches, oak, dragon heartstring core",Owl,Outstanding,Acceptable,Acceptable,30,Keeper,-39,2,No,Yes,Invisibility Cloak,332,42,5
Lavender Bones,Slytherin,3,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Exceeds Expectations,Exceeds Expectations,15,Chaser,-83,5,No,Yes,"Extendable Ears, Time-Turner",131,50,0
Cedric Parkinson,Slytherin,3,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Outstanding,Acceptable,21,Chaser,74,1,Yes,Yes,"Time-Turner, Firebolt, Sneakoscope",294,97,5
Draco Patil,Gryffindor,3,"11 inches, holly, phoenix feather core",Cat,Outstanding,Outstanding,Acceptable,24,Seeker,-79,2,Yes,No,"Time-Turner, Extendable Ears",371,25,1
,Ravenclaw,2,"9 inches, elm, veela hair core",Owl,Exceeds Expectations,Exceeds Expectations,Poor,7,Keeper+,-58,1,No,No,"Sneakoscope, Extendable Ears, Firebolt",117,86,7
Cho Parkinson,Gryffindor,5,"9 inches, elm, veela hair core",Owl,Poor,Acceptable,Acceptable,10,Seeker-,5,1,Yes,No,"Marauder's Map, Extendable Ears, Firebolt",186,69,7
,Ravenclaw,5,"9 inches, elm, veela hair core",Toad,Poor,Outstanding,Acceptable,5,Beater,-12,4,No,No,"Marauder's Map, Extendable Ears, Sneakoscope",5,69,5
Draco Finnigan,Slytherin,7,"11 inches, holly, phoenix feather core",Dragon,Outstanding,Poor,Acceptable,28,Seeker,-1,4,Yes,Yes,Sneakoscope,93,43,9
Seamus Chang,Ravenclaw,1,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Poor,Exceeds Expectations,19,,58,2,Yes,No,"Invisibility Cloak, Extendable Ears",21,95,7
,Gryffindor,3,"11 inches, holly, phoenix feather core",Cat,Poor,Poor,Acceptable,24,Beate~r,39,3,Yes,Yes,Sneakoscope,196,61,10
Neville Zabini,Ravenclaw,4,"12 inches, yew, unicorn hair core",Toad,Acceptable,Exceeds Expectations,Poor,13,,39,2,Yes,Yes,"Sneakoscope, Marauder's Map",231,82,9
Terry Lovegood,Slytherin,4,"12 inches, yew, unicorn hair core",Cat,Acceptable,Acceptable,Acceptable,21,,27,3,No,No,Marauder's Map,280,41,1
Seamus Patil,Ravenclaw,7,"12 inches, yew, unicorn hair core",Dragon,Exceeds Expectations,Exceeds Expectations,Poor,11,,-4,4,Yes,No,Firebolt,399,92,4
Alicia Parkinson,Slytherin,6,"11 inches, holly, phoenix feather core",Dragon,Poor,Acceptable,Outstanding,26,Keeper,11,4,Yes,No,"Firebolt, Extendable Ears, Time-Turner",447,82,6
Pansy Zabini,Ravenclaw,3,"9 inches, elm, veela hair core",Cat,Acceptable,Exceeds Expectations,Outstanding,8,Beater,-45,3,No,Yes,"Marauder's Map, Invisibility Cloak, Extendable Ears",411,48,4
Dean Lovegood,Hufflepuff,7,"9 inches, elm, veela hair core",Dragon,Poor,Acceptable,Acceptable,17,Chaser,37,0,Yes,Yes,Time-Turner,175,41,8
George Brown,,7,"12 inches, yew, unicorn hair core",Dragon,Acceptable,Acceptable,Outstanding,12,,-54,3,Yes,No,"Marauder's Map, Extendable Ears",335,36,8
,,6,"10 inches, oak, dragon heartstring core",Dragon,Poor,Outstanding,Acceptable,29,Beater,136,1,No,No,"Time-Turner, Sneakoscope, Invisibility Cloak",0,93,7
Parvati Spinnet,Gryffindor,1,"12 inches, yew, unicorn hair core",Toad,Poor,Poor,Exceeds Expectations,23,Chaser,-78,4,Yes,No,"Sneakoscope, Marauder's Map",389,95,3
Cedric Chang,Hufflepuff,3,"10 inches, oak, dragon heartstring core",,Poor,Outstanding,Outstanding,25,Seeker,51,2,Yes,No,"Marauder's Map, Invisibility Cloak",309,94,0
HermioEne Spinnet,Gryffindor,2,"11 inches, holly, phoenix feather core",Muggle Born,Poor,Outstanding,Exceeds Expectations,15,Beater,182,5,No,Yes,"Invisibility Cloak, Firebolt, Time-Turner",107,27,3
George Diggory,Gryffindor,2,"11 inches, holly, phoenix feather core",Dragon,Outstanding,Outstanding,Poor,22,Seeker,81,5,Yes,No,Extendable Ears,205,79,4
Parvati Johnson,HUFFLEPUFF,7,"12 inches, yew, unicorn hair core",Toad,Acceptable,Exceeds Expectations,Exceeds Expectations,24,Chaser,119,5,No,Yes,Firebolt,187,53,1
Pansy Bones,Gryffindor,5,"11 inches, holly, phoenix feather core",Toad,Outstanding,Acceptable,Poor,10,,-83,0,Yes,Yes,"Extendable Ears, Marauder's Map, Firebolt",421,35,4
Harry Bell,Ravenclaw,3,"9 inches, elm, veela hair core",Cat,Outstanding,Acceptable,Poor,6,Beater,163,4,No,Yes,"Firebolt, Marauder's Map, Time-Turner",149,66,9
Dean Bones,Slytherin,2,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Acceptable,Exceeds Expectations,8,See]ker,33,2,Yes,No,"Marauder's Map, Extendable Ears",81,34,0
Neville Finnigan,Gryffindor,4,"11 inches, holly, phoenix feather core",,Outstanding,Acceptable,Acceptable,28,,65,4,No,No,"Firebolt, Sneakoscope",412,89,6
Blaise Finnigan,Hufflepuff,4,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Outstanding,Outstanding,29,Seeker,115,5,Yes,No,"Invisibility Cloak, Marauder's Map",105,68,7
Fred Zabini,Hufflepuff,6,"11 inches, holly, phoenix feather core",Cat,Acceptable,Poor,Outstanding,22,Keeper,-62,0,Yes,No,"Sneakoscope, Firebolt",390,56,2
Freud Chang,Ravenclaw,3,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Poor,Outstanding,18,,-20,4,No,Yes,"Firebolt, Invisibility Cloak, Sneakoscope",443,37,4
Blaise Chtang,Ravenclaw,1,"9 inches, elm, veela hair core",,Poor,Outstanding,Poor,28,Beater,154,0,No,No,Time-Turner,465,61,6
Parvati Spinnet,Slytherin,7,"10 inches, oak, dragon heartstring core",,,Exceeds Expectations,Outstanding,12,Keeper,62,1,No,No,"Firebolt, Extendable Ears, Time-Turner",179,41,6
Terry Patil,Gryffindor,6,"12 inches, yew, unicorn hair core",Cat,Outstanding,Exceeds Expectations,Outstanding,6,Beater,123,3,No,No,"Firebolt, Extendable Ears",378,96,1
Angelina Chang,Hufflepuff,4,"11 inches, holly, phoenix feather core",Toad,,Outstanding,Acceptable,25,Keeper,-52,3,No,No,"Marauder's Map, Time-Turner",450,68,8
Parvati Potter,Slytherin,4,"9 inches, elm, veela hair core",Dragon,Poor,Exceeds Expectations,Outstanding,6,,-11,1,No,Yes,"Time-Turner, Invisibility Cloak",284,66,8
Parvati Weasley,Ravenclaw,7,"9 inches, elm, veela hair core",Toad,Poor,Outstanding,Exceeds Expectations,6,,-95,1,No,Yes,"Invisibility Cloak, Extendable Ears",134,37,4
Padma Patil,Hufflepuff,5,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Outstanding,Acceptable,9,Keeper,186,4,No,Yes,Time-Turner,130,88,1
Pansy Chang,,2,"10 inches, oak, dragon heartstring core",Dragon,Poor,Acceptable,Exceeds Expectations,24,Keeper,-10,0,No,Yes,Firebolt,0,57,5
Lavender Johnson,Gryffindor,4,"10 inches, oak, dragon heartstring core",Dragon,Poor,Outstanding,Exceeds Expectations,16,Chaser,-1,2,No,Yes,"Invisibility Cloak, Firebolt, Extendable Ears",38,80,9
Angelina Potter,Slytherin,7,"12 inches, yew, unicorn hair core",Cat,Outstanding,Acceptable,Acceptable,16,Beater,51,2,Yes,Yes,"Firebolt, Invisibility Cloak",490,41,6
Angelina Weasley,Hufflepuff,1,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Outstanding,Exceeds Expectations,16,Seeker,-73,0,No,No,Marauder's Map,174,59,1
Dean Malfoy,Ravenclaw,1,"10 inches, oak, dragon heartstring core",Dragon,Poor,Poor,Poor,23,Beater,-27,1,Yes,Yes,Firebolt,175,80,5
Harry Zabini,Slytherin,3,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Poor,Exceeds Expectations,10,Chaser,122,1,No,Yes,"Extendable Ears, Sneakoscope",93,31,1
,,7,"12 inches, yew, unicorn hair core",Owl,Exceeds Expectations,Acceptable,Outstanding,20,Chaser,159,0,Yes,No,"Firebolt, Sneakoscope, Invisibility Cloak",11,80,7
Neville Bones,Hufflepuff,6,"11 inches, holly, phoenix feather core",Owl,Acceptable,Outstanding,Exceeds Expectations,12,Seeker,163,1,Yes,No,"Invisibility Cloak, Time-Turner, Firebolt",6,65,7
Angelina Brown,Slytherin,7,"9 inches, elm, veela hair core",,Poor,Poor,Outstanding,6,Seeker,19,0,Yes,,Marauder's Map,225,31,5
Padma Thomas,Slytherin,3,"11 inches, holly, phoenix feather core",Owl,Poor,Outstanding,Acceptable,14,Beater,101,0,Yes,No,"Marauder's Map, Time-Turner, Sneakoscope",31,25,2
,Ravenclaw,2,"10 inches, oak, dragon heartstring core",Owl,Poor,Exceeds Expectations,Poor,21,Seeker,182,1,No,No,"Time-Turner, Extendable Ears",152,55,7
Padma Chang,Ravenclaw,2,"11 inches, holly, phoenix feather core",Owl,Outstanding,Acceptable,Poor,18,Keeper,7,1,Yes,Yes,"Invisibility Cloak, Sneakoscope, Extendable Ears",249,61,0
Lavender Boot,Ravenclaw,6,"9 inches, elm, veela hair core",Dragon,Exceeds Expectations,Acceptable,Outstanding,28,Seeker,181,1,Yes,No,"Extendable Ears, Sneakoscope, Invisibility Cloak",303,53,2
,Ravenclaw,2,"11 inches, holly, phoenix feather core",Dragon,Exceeds Expectations,Outstanding,Poor,22,Chaser,148,3,No,No,"Marauder's Map, Sneakoscope, Extendable Ears",459,49,2
Hermione Zabini,Gryffindor,5,"9 inches, elm, veela hair core",Toad,Outstanding,Acceptable,Acceptable,5,Chaser,47,5,Yes,No,Invisibility Cloak,124,84,6
Ron Patil,Slytherin,5,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Poor,Exceeds Expectations,27,Chaser,-19,4,No,Yes,"Extendable Ears, Marauder's Map",123,68,9
,Gryffindor,6,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Exceeds Expectations,Poor,18,Beater,70,4,No,Yes,"Time-Turner, Invisibility Cloak",178,97,5
Susan Diggory,Hufflepuff,5,"9 inches, elm, veela hair core",Muggle Born,Acceptable,Poor,Acceptable,14,Beater,45,4,No,Yes,"Time-Turner, Sneakoscope, Marauder's Map",358,51,4
Blaise Spinnet,Hufflepuff,2,"9 inches, elm, veela hair core",Toad,Acceptable,Poor,Poor,12,,-57,3,No,No,"Firebolt, Extendable Ears",409,72,4
Harry Brown,Ravenclaw,1,"11 inches, holly, phoenix feather core",Dragon,Poor,Outstanding,Outstanding,10,Chaser,20,5,Yes,Yes,"Marauder's Map, Time-Turner, Extendable Ears",402,87,10
,Gryffindor,4,"12 inches, yew, unicorn hair core",Owl,Poor,Exceeds Expectations,Outstanding,26,,82,0,Yes,No,Marauder's Map,115,88,4
Angelina Chang,,1,"9 inches, elm, veela hair core",,Acceptable,Poor,Acceptable,12,Seeker,185,5,No,No,"Time-Turner, Invisibility Cloak, Sneakoscope",32,56,8
Harry Boot,Gryffindor,7,"12 inches, yew, unicorn hair core",Toad,Acceptable,Acceptable,Exceeds Expectations,20,Chaser,133,4,No,No,"Marauder's Map, Extendable Ears, Firebolt",361,90,8
,Ravenclaw,4,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Outstanding,Poor,30,,96,4,No,No,"Extendable Ears, Time-Turner",377,92,2
,Ravenclaw,2,"11 inches, holly, phoenix feather core",Owl,Exceeds Expectations,Exceeds Expectations,Outstanding,7,Beater,-61,5,Yes,Yes,"Marauder's Map, Time-Turner, Invisibility Cloak",0,75,4
George Weasley,Slytherin,6,"11 inches, holly, phoenix feather core",Toad,Poor,Acceptable,Exceeds Expectations,15,Be$ater,19,1,No,No,Time-Turner,87,57,1
Hermione Lovegood,Hufflepuff,6,"12 inches, yew, unicorn hair core",Owl,Outstanding,Outstanding,Poor,6,Keeper,143,3,Yes,No,"Time-Turner, Firebolt, Marauder's Map",37,76,5
Fred Lovegood,Gryffindor,3,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Acceptable,Acceptable,18,Keeper,140,2,Yes,Yes,"Extendable Ears, Sneakoscope, Time-Turner",380,59,8
Ginny Patil,,6,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Poor,Outstanding,22,Keeper,77,3,No,Yes,"Marauder's Map, Sneakoscope, Time-Turner",408,75,1
Cho Parkinson,,1,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Exceeds Expectations,Poor,16,Beater,-75,1,No,No,"Marauder's Map, Invisibility Cloak, Time-Turner",188,72,8
Pansy Granger,Gryffindor,6,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Acceptable,Outstanding,26,Beater,13,2,No,Yes,"Invisibility Cloak, Extendable Ears, Firebolt",303,42,7
Cho Longbottom,,2,"9 inches, elm, veela hair core",Owl,Poor,Poor,Exceeds Expectations,10,,152,0,No,Yes,"Extendable Ears, Sneakoscope, Time-Turner",330,88,9
Luna Lovegood,Gryffindor,3,"9 inches, elm, veela hair core",Toad,Acceptable,Acceptable,Acceptable,6,Chaser,182,1,Yes,No,"Firebolt, Invisibility Cloak",86,78,8
George Potter,Ravenclaw,2,"10 inches, oak, dragon heartstring core",Owl,Exceeds Expectations,Acceptable,Exceeds Expectations,10,Keeper,-51,2,No,Yes,"Invisibility Cloak, Firebolt",154,77,3
Padma LBoot,Slytherin,3,"9 inches, elm, veela hair core",Dragon,,Exceeds Expectations,Exceeds Expectations,15,K*eeper,142,5,No,No,Time-Turner,25,36,8
,Hufflepuff,5,"9 inches, elm, veela hair core",Toad,Outstanding,Acceptable,Outstanding,25,Chaser,-91,1,No,No,"Sneakoscope, Time-Turner",413,57,0
Ron Granger,Slytherin,5,"10 inches, oak, dragon heartstring core",Toad,Acceptable,Poor,Poor,12,Beater,-10,4,No,Yes,Extendable Ears,223,43,2
,Gryffindor,5,"12 inches, yew, unicorn hair core",Muggle Born,Outstanding,Outstanding,Outstanding,22,,164,2,No,No,"Extendable Ears, Firebolt, Sneakoscope",84,38,7
Ron Thomas,Hufflepuff,4,"12 inches, yew, unicorn hair core",Owl,Poor,Poor,Exceeds Expectations,13,,74,2,Yes,No,"Invisibility Cloak, Firebolt, Extendable Ears",56,25,5
Alicia Granger,Slytherin,5,"11 inches, holly, phoenix feather core",Owl,Acceptable,Exceeds Expectations,Exceeds Expectations,20,Keeper,-95,4,No,Yes,"Time-Turner, Marauder's Map, Extendable Ears",149,93,6
Hermione Finnigan,Gryffindor,3,"11 inches, holly, phoenix feather core",Muggle Born,Outstanding,Outstanding,Outstanding,5,Seeker,29,5,Yes,Yes,"Marauder's Map, Invisibility Cloak",403,94,6
Fred Chang,HUFFLEPUFF,2,"11 inches, holly, phoenix feather core",Cat,,Outstanding,Poor,30,Seeker,142,2,No,Yes,Time-Turner,317,39,0
Parvati Brown,Gryffindor,6,"12 inches, yew, unicorn hair core",,Acceptable,Outstanding,Outstanding,16,Seeker,4,1,No,No,"Invisibility Cloak, Firebolt, Sneakoscope",161,25,1
Lavender Boot,Hufflepuff,5,"9 inches, elm, veela hair core",Dragon,Outstanding,Exceeds Expectations,Poor,23,Keeper,8,0,Yes,Yes,"Extendable Ears, Sneakoscope",479,59,1
Hermione Patil,Gryffindor,4,"12 inches, yew, unicorn hair core",Toad,Outstanding,Poor,Outstanding,10,Chaser,200,5,Yes,Yes,"Invisibility Cloak, Extendable Ears",246,70,3
Cedric Brown,Ravenclaw,1,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Acceptable,Outstanding,27,Seeker,179,2,Yes,No,Marauder's Map,462,82,6
,,4,"10 inches, oak, dragon heartstring core",Muggle Born,,Outstanding,Outstanding,5,Seeker,-76,0,No,Yes,Extendable Ears,166,96,9
Hermione Chang,Gryffindor,4,"12 inches, yew, unicorn hair core",Owl,Poor,Exceeds Expectations,Exceeds Expectations,7,Beater,-95,5,Yes,Yes,Marauder's Map,174,68,7
Angelina Diggory,Gryffindor,1,"11 inches, holly, phoenix feather core",Cat,Poor,Poor,Outstanding,8,Seeker,137,2,Yes,Yes,"Firebolt, Sneakoscope",213,71,8
FrEed Spinnet,Hufflepuff,2,"12 inches, yew, unicorn hair core",Owl,Poor,Exceeds Expectations,Poor,13,Beater,109,3,Yes,No,"Time-Turner, Extendable Ears, Firebolt",188,90,9
Alicia Weasley,Ravenclaw,6,"9 inches, elm, veela hair core",Dragon,Poor,Outstanding,Exceeds Expectations,6,,-97,0,No,No,Marauder's Map,323,61,2
DEraco Brown,Hufflepuff,7,"10 inches, oak, dragon heartstring core",Owl,Exceeds Expectations,Exceeds Expectations,Acceptable,14,Seeker,133,2,No,Yes,"Marauder's Map, Invisibility Cloak, Time-Turner",305,45,8
Cho Patil,Hufflepuff,3,"10 inches, oak, dragon heartstring core",Dragon,Outstanding,Acceptable,Poor,18,Chaser,43,0,No,No,Firebolt,204,48,8
Seamus Zabini,,1,"9 inches, elm, veela hair core",Owl,Poor,Poor,Poor,10,Chaser,-32,5,Yes,No,Invisibility Cloak,64,98,10
Susan Parkinson,Slytherin,7,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Acceptable,Outstanding,21,Chaser/,-84,1,No,No,"Invisibility Cloak, Extendable Ears, Sneakoscope",118,96,8
Blaise Potter,,7,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Exceeds Expectations,Exceeds Expectations,20,,21,0,Yes,Yes,"Extendable Ears, Firebolt",438,59,3
Harry Malfoy,Gryffindor,3,"10 inches, oak, dragon heartstring core",,Acceptable,Exceeds Expectations,Poor,27,,60,3,Yes,No,Marauder's Map,105,92,1
Neville Brown,Slytherin,4,"11 inches, holly, phoenix feather core",Cat,Exceeds Expectations,Poor,Outstanding,27,Keeper,76,1,No,Yes,Invisibility Cloak,117,60,5
Padma Brown,Ravenclaw,4,"12 inches, yew, unicorn hair core",Owl,Poor,Acceptable,Acceptable,26,Keeper,68,2,No,No,"Extendable Ears, Firebolt",217,95,3
Pansy Diggory,Hufflepuff,7,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Outstanding,Exceeds Expectations,18,,138,5,No,Yes,"Invisibility Cloak, Marauder's Map, Sneakoscope",260,49,8
Cho Thomas,Hufflepuff,2,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Exceeds Expectations,Acceptable,15,,168,4,No,Yes,"Time-Turner, Marauder's Map, Sneakoscope",163,26,5
Cedric Bell,Ravenclaw,6,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Exceeds Expectations,Outstanding,27,,127,3,No,No,"Invisibility Cloak, Extendable Ears, Marauder's Map",379,65,0
Draco Bones,Gryffindor,5,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Acceptable,Poor,25,Beater,17,1,Yes,Yes,"Invisibility Cloak, Extendable Ears, Sneakoscope",196,55,1
George Granger,Gryffindor,4,"11 inches, holly, phoenix feather core",Owl,Acceptable,Poor,Poor,17,Beater,99,2,Yes,Yes,"Extendable Ears, Firebolt, Marauder's Map",474,30,0
Hermione Thomas,Hufflepuff,4,"9 inches, elm, veela hair core",Cat,Acceptable,Poor,Poor,24,Chaser,105,3,Yes,Yes,Firebolt,315,57,0
Parvati Bones,Hufflepuff,3,"11 inches, holly, phoenix feather core",Cat,Exceeds Expectations,Acceptable,Exceeds Expectations,9,Seeker,190,4,No,No,"Firebolt, Extendable Ears",111,59,0
Angelina Thomas,Gryffindor,3,"9 inches, elm, veela hair core",Cat,Poor,Exceeds Expectations,Exceeds Expectations,24,Keeper,-62,5,No,No,"Time-Turner, Marauder's Map, Extendable Ears",407,72,10
Angelina Lovegood,,5,"9 inches, elm, veela hair core",Dragon,Acceptable,Acceptable,Poor,12,Beater,-26,4,Yes,No,"Firebolt, Time-Turner, Extendable Ears",118,64,6
,Slytherin,1,"11 inches, holly, phoenix feather core",Cat,Outstanding,Outstanding,Poor,27,Chaser,188,4,No,No,"Time-Turner, Sneakoscope",152,28,7
Ron Lovegood,Slytherin,4,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Outstanding,Poor,29,Seeker,62,3,No,No,"Marauder's Map, Sneakoscope",448,54,4
Hermione Finnigan,,6,"11 inches, holly, phoenix feather core",Owl,Acceptable,Acceptable,Acceptable,5,,14,0,Yes,No,"Invisibility Cloak, Firebolt",259,90,6
Padma Patil,,2,"11 inches, holly, phoenix feather core",Muggle Born,,Exceeds Expectations,Poor,23,Se}eker,-47,0,Yes,No,"Marauder's Map, Invisibility Cloak, Extendable Ears",152,59,9
Alicia Chang,Slytherin,6,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Exceeds Expectations,Exceeds Expectations,9,Chaser,-20,2,Yes,Yes,Invisibility Cloak,76,86,3
Alicia Spinnet,,4,"9 inches, elm, veela hair core",Muggle Born,Acceptable,Exceeds Expectations,Poor,17,Beater,-37,3,No,No,Firebolt,239,76,10
Lavender Diggory,Hufflepuff,3,"12 inches, yew, unicorn hair core",Dragon,Acceptable,Poor,Outstanding,6,,-31,4,Yes,No,Firebolt,497,95,9
Harry Thomas,,3,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Poor,Exceeds Expectations,5,Seeker,29,1,Yes,Yes,Time-Turner,322,79,1
Ron Johnson,Slytherin,1,"12 inches, yew, unicorn hair core",Cat,Poor,Outstanding,Outstanding,24,Chaser,-17,5,Yes,No,"Extendable Ears, Sneakoscope, Firebolt",97,69,10
,Gryffindor,2,"9 inches, elm, veela hair core",Cat,Outstanding,Poor,Outstanding,16,Seeker,-46,1,No,No,Invisibility Cloak,59,61,10
Angelina Bones,Gryffindor,1,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Poor,Outstanding,23,Beater,-47,1,No,Yes,"Marauder's Map, Firebolt",127,76,4
George Granger,Gryffindor,7,"11 inches, holly, phoenix feather core",Owl,Exceeds Expectations,Outstanding,Poor,19,Keeper,14,5,No,No,Marauder's Map,158,32,6
Cedric Bell,Slytherin,7,"11 inches, holly, phoenix feather core",Dragon,,Acceptable,Poor,5,Keeper,157,1,No,No,Firebolt,214,64,10
Blaise Longbottom,Ravenclaw,5,"12 inches, yew, unicorn hair core",Owl,Outstanding,Poor,Acceptable,23,Chaser,146,5,No,No,"Sneakoscope, Firebolt",74,89,3
Lavender Potter,,1,"10 inches, oak, dragon heartstring core",,Outstanding,Acceptable,Outstanding,5,Beater,50,3,No,No,Sneakoscope,136,26,2
Neville Zabini,Gryffindor,6,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Acceptable,Exceeds Expectations,28,Chaser,-53,5,Yes,No,Firebolt,8,85,4
Ron PoWtter,Slytherin,4,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Acceptable,Outstanding,20,Chaser,-42,2,No,Yes,Marauder's Map,152,42,9
Alicia Lovegood,Ravenclaw,3,"9 inches, elm, veela hair core",Cat,Acceptable,Exceeds Expectations,Poor,13,Beater,157,4,Yes,No,"Sneakoscope, Extendable Ears",115,79,10
Alicia Patil,,2,"12 inches, yew, unicorn hair core",Dragon,Exceeds Expectations,Exceeds Expectations,Outstanding,20,Keeper,127,5,Yes,No,Sneakoscope,477,59,7
Terry Patil,,6,"9 inches, elm, veela hair core",Owl,Poor,Acceptable,Poor,11,Keeper,-86,1,No,Yes,"Invisibility Cloak, Firebolt",373,90,1
Pansy Boot,Slytherin,2,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Poor,Outstanding,28,Seeker,-16,0,No,Yes,Time-Turner,58,90,8
